,LEG_A,LEG_B,SPREAD
2025-02-20,99.93253850679932,99.88151789999633,0.05102060680299929
2025-02-21,99.92265957730308,99.87164515066148,0.05101442664159449
2025-02-24,99.93010240407764,99.87961542343096,0.05048698064667636
2025-02-25,99.930932427761,99.87820899324755,0.05272343451343225
2025-02-26,99.91221296522787,99.85792572981565,0.05428723541221157
2025-02-27,99.8928270508239,99.83848454552339,0.05434250530050963
2025-02-28,99.89290385789461,99.83995400403917,0.052949853855441834
2025-03-03,99.89089418471674,99.83976607451592,0.05112811020082241
2025-03-04,99.890059983581,99.83783695297075,0.05222303061024456
2025-03-05,99.88998015901569,99.8378405639943,0.05213959502139226
2025-03-06,99.8924357574108,99.840105044871,0.052330712539804564
2025-03-07,99.90211225350927,99.85239483582882,0.04971741768045601
2025-03-10,99.8912012045001,99.84070990684322,0.05049129765688778
2025-03-11,99.8796814885711,99.82901839968659,0.05066308888450219
2025-03-12,99.86894824999223,99.82008626027624,0.04886198971598902
2025-03-13,99.87203741666391,99.82415728593496,0.04788013072895251
2025-03-14,99.88468689045037,99.83685450831172,0.047832382138648065
2025-03-17,99.88057349606798,99.83305463405716,0.04751886201081993
2025-03-18,99.85575649762639,99.80898287053529,0.04677362709110149
2025-03-19,99.83891656900028,99.79264454413415,0.04627202486613308
2025-03-20,99.83078620177231,99.78519887685532,0.045587324916997345
2025-03-21,99.82540891289737,99.7799911814481,0.045417731449282
2025-03-24,99.82152502662483,99.77461384773461,0.046911178890208814
2025-03-25,99.82211083785462,99.7788056555914,0.04330518226323145
2025-03-26,99.8191933745464,99.77653028749059,0.04266308705581573
2025-03-27,99.82988677065184,99.78733989477729,0.04254687587454672
2025-03-28,99.82332659759503,99.7807444779641,0.042582119630914704
2025-03-31,99.81490341800027,99.77312782002888,0.041775597971398785
2025-04-01,99.81989217338547,99.78066138918805,0.03923078419741859
2025-04-02,99.80473575268621,99.76540308845176,0.03933266423445172
2025-04-03,99.80883266973942,99.7676359127955,0.0411967569439208
2025-04-04,99.81005820157668,99.77112088674646,0.03893731483021591
2025-04-07,99.80878377667749,99.76906716715555,0.03971660952193307
2025-04-08,99.82486653774899,99.78587904228984,0.038987495459158125
2025-04-09,99.81884446329605,99.78024365381754,0.03860080947850916
2025-04-10,99.83964744500128,99.80267951858931,0.036967926411959284
2025-04-11,99.83759313050899,99.80133997550816,0.03625315500083062
2025-04-14,99.8250229660593,99.7874196322771,0.037603333782189365
2025-04-15,99.82592216186924,99.7878831906391,0.038038971230134354
2025-04-16,99.81535970986606,99.77544012775623,0.03991958210982492
2025-04-17,99.80804215138792,99.76695599181123,0.04108615957669572
2025-04-18,99.81221248438807,99.77089920822557,0.04131327616249127
2025-04-21,99.81796830527458,99.77478576127575,0.04318254399882987
2025-04-22,99.81194662827204,99.76855372348338,0.043392904788655144
2025-04-23,99.8220206797225,99.77792899601742,0.044091683705081756
2025-04-24,99.83379575730271,99.79042765187583,0.04336810542688041
2025-04-25,99.84835877486834,99.80525102090697,0.04310775396137597
2025-04-28,99.8538529089396,99.8119659514358,0.041886957503810586
2025-04-29,99.86768719606046,99.82488591615952,0.04280127990093723
2025-04-30,99.84907921178072,99.80810214760393,0.0409770641767925
2025-05-01,99.84610014629443,99.80446262812976,0.04163751816467352
2025-05-02,99.83763009373119,99.79656322981482,0.041066863916374464
2025-05-05,99.83902235234247,99.79680578328268,0.04221656905979455
2025-05-06,99.8335078601505,99.79068033722069,0.04282752292981529
2025-05-07,99.83204628173101,99.78726486122513,0.044781420505885995
2025-05-08,99.85106803053304,99.80572132855633,0.04534670197671526
2025-05-09,99.84957083256884,99.80656460960819,0.043006222960658376
2025-05-12,99.85390875574075,99.81132820507896,0.042580550661776
2025-05-13,99.8517860624415,99.81102004292771,0.04076601951380086
2025-05-14,99.85274319532107,99.81295368686965,0.03978950845141883
2025-05-15,99.85300336212543,99.81162567456236,0.041377687563071044
2025-05-16,99.85768660278517,99.81583409246497,0.041852510320204095
2025-05-19,99.86953967814064,99.82889990017111,0.04063977796952542
2025-05-20,99.88621361811667,99.8471735419015,0.03904007621517587
2025-05-21,99.88950981893576,99.85073828304046,0.03877153589531264
2025-05-22,99.89560528779612,99.8586741842223,0.03693110357381934
2025-05-23,99.88429664270426,99.84850420039793,0.03579244230633018
2025-05-26,99.88361787528011,99.84771640499125,0.035901470288861495
2025-05-27,99.89322076992894,99.85614867559434,0.03707209433460926
2025-05-28,99.90208045631312,99.86453561758596,0.03754483872715843
2025-05-29,99.90439655364106,99.8700364432632,0.03436011037786259
2025-05-30,99.91346049323674,99.87898961611313,0.034470877123614276
2025-06-02,99.91856816032669,99.88428010782113,0.034288052505563736
2025-06-03,99.93077122290927,99.89623384505923,0.034537377850041025
2025-06-04,99.93386481447885,99.89756531000023,0.03629950447862037
2025-06-05,99.93050783132314,99.89709585404319,0.03341197727995126
2025-06-06,99.93406624389246,99.90166416135068,0.032402082541773486
2025-06-09,99.90496030013394,99.87207090498778,0.03288939514616268
2025-06-10,99.90898915749779,99.8783534109429,0.030635746554878364
2025-06-11,99.87270502924564,99.84045290252264,0.032252126722991444
2025-06-12,99.85567039517159,99.82321015199831,0.03246024317328139
2025-06-13,99.860388081181,99.82711886341839,0.03326921776260684
2025-06-16,99.86536337455367,99.83307751960236,0.03228585495130902
2025-06-17,99.85393908675226,99.82088422286424,0.033054863888024755
2025-06-18,99.84701806633348,99.81287939500642,0.034138671327053075
2025-06-19,99.86092347621961,99.8267623480013,0.03416112821831267
2025-06-20,99.8562831749039,99.82209784938453,0.03418532551936049
2025-06-23,99.87891237802792,99.8446577641493,0.03425461387861972
2025-06-24,99.87909317949615,99.84619814042581,0.03289503907033593
2025-06-25,99.88337354126497,99.85092544259956,0.032448098665413164
2025-06-26,99.89974228524996,99.8677438715058,0.031998413744162554
2025-06-27,99.90125255641189,99.86902506746604,0.032227488945844145
2025-06-30,99.89142911660498,99.85819774123232,0.03323137537266939
2025-07-01,99.89053184208804,99.85889783789771,0.03163400419032905
2025-07-02,99.89037573472613,99.85915029063534,0.03122544409078853
2025-07-03,99.87692831820412,99.84408423654699,0.032844081657132734
2025-07-04,99.87456999749071,99.84292341625844,0.03164658123226356
2025-07-07,99.86734807655074,99.83698859630981,0.030359480240927147
2025-07-08,99.87679165412261,99.84641824029363,0.03037341382898671
2025-07-09,99.87733777286446,99.84614159253026,0.031196180334202718
2025-07-10,99.874709815373,99.84374682829471,0.030962987078286784
2025-07-11,99.87384799606676,99.8414564140171,0.03239158204965046
2025-07-14,99.87627921625082,99.84306525129553,0.033213964955298145
2025-07-15,99.88264735824772,99.84863640259573,0.03401095565199651
2025-07-16,99.87285023596102,99.83841108735713,0.034439148603898476
2025-07-17,99.86263435963481,99.82553597034907,0.037098389285745735
2025-07-18,99.87388115178884,99.83733567359613,0.03654547819270129
2025-07-21,99.8699577830668,99.83622654917609,0.03373123389070424
2025-07-22,99.85598936214083,99.8205046659412,0.03548469619963439
2025-07-23,99.86062748923466,99.82600106468877,0.03462642454589402
2025-07-24,99.86546118729498,99.830973659058,0.034487528236986364
2025-07-25,99.85035403472241,99.81449033824538,0.035863696477030256
2025-07-28,99.85284885187706,99.81928844518862,0.03356040668843999
2025-07-29,99.86040468280133,99.82868755581251,0.03171712698882777
2025-07-30,99.8643485473184,99.83490056413179,0.029447983186609607
2025-07-31,99.87086836215602,99.84265461080287,0.028213751353145054
2025-08-01,99.85702567117511,99.82848194842313,0.02854372275197475
2025-08-04,99.86053607272507,99.83155847284937,0.028977599875704797
2025-08-05,99.85770987513037,99.8286141834574,0.02909569167296356
2025-08-06,99.85308197354311,99.82599711776733,0.027084855775780254
2025-08-07,99.86198752963732,99.83802808979443,0.02395943984287773
2025-08-08,99.87698027474406,99.85314251010479,0.023837764639271238
2025-08-11,99.89512397529006,99.87206978119215,0.02305419409791473
2025-08-12,99.90847205400512,99.88502205803125,0.023449995973869524
2025-08-13,99.90757471218882,99.88342644885273,0.02414826333608396
2025-08-14,99.91130191381909,99.88717113553324,0.024130778285851247
2025-08-15,99.91917014253693,99.89427320069436,0.024896941842574686
2025-08-18,99.92058192202992,99.89559379577646,0.02498812625346339
2025-08-19,99.92208956390904,99.89663193736087,0.025457626548179145
2025-08-20,99.9305270952278,99.90615931819625,0.024367777031553843
2025-08-21,99.93013426876753,99.90618617590303,0.023948092864497027
2025-08-22,99.9230413994038,99.89903545618948,0.02400594321432625
2025-08-25,99.91909666874544,99.89424748018062,0.02484918856481642
2025-08-26,99.92563577252278,99.90147986698909,0.024155905533682985
2025-08-27,99.92586570543477,99.9012449044132,0.024620801021576218
2025-08-28,99.92946780520346,99.90537733276089,0.02409047244255961
2025-08-29,99.93636859762549,99.91261740861977,0.023751189005723213
2025-09-01,99.93282018299651,99.90821239973226,0.024607783264243618
2025-09-02,99.9405826646328,99.91868120127847,0.021901463354330217
2025-09-03,99.9445710906674,99.92447685005163,0.020094240615758027
2025-09-04,99.93242295979827,99.91435557535813,0.018067384440144805
2025-09-05,99.94704600771014,99.93206209516649,0.014983912543662648
2025-09-08,99.94223856027257,99.92822810054201,0.01401045973055943
2025-09-09,99.92588760684072,99.91104414327178,0.014843463568933204
2025-09-10,99.91563716974485,99.90127043162907,0.014366738115783047
2025-09-11,99.90562671813807,99.89112480967307,0.014501908464997416
2025-09-12,99.90634845132465,99.89058935231415,0.015759099010492866
2025-09-15,99.90380994626918,99.88650319217537,0.017306754093804597
2025-09-16,99.90064162659277,99.8835593333004,0.017082293292371556
2025-09-17,99.9070386462476,99.88838656878677,0.018652077460828972
2025-09-18,99.91063739985952,99.8920172860798,0.018620113779712573
2025-09-19,99.91399787856597,99.8965805660616,0.017417312504361838
2025-09-22,99.91829616313926,99.90176595732675,0.016530205812520685
2025-09-23,99.92465750981928,99.91012379679219,0.014533713027088986
2025-09-24,99.9037779764015,99.89047855378315,0.013299422618342252
2025-09-25,99.90033359387886,99.88759078086314,0.012742813015725604
2025-09-26,99.87873149323397,99.86507739169366,0.013654101540318002
2025-09-29,99.87929209250194,99.86357839063884,0.015713701863100143
2025-09-30,99.8794457627797,99.86559815786302,0.013847604916676469
2025-10-01,99.8901010855276,99.87586846614717,0.014232619380435003
2025-10-02,99.90217742945481,99.88936872950973,0.01280869994507614
2025-10-03,99.90440517993733,99.89110007422475,0.013305105712572391
2025-10-06,99.89960156916337,99.88656721318402,0.013034355979336045
2025-10-07,99.90465318028882,99.89402899609782,0.01062418419100549
2025-10-08,99.89957400391557,99.88786459436933,0.01170940954623543
2025-10-09,99.89976007740114,99.88890582892866,0.010854248472483381
